Logging started. Output will be saved to /workspaces/OSMTampaMapping/data/results/evacuation_log.txt
Starting evacuation analysis at 2025-04-03 15:21:48
Loaded graph from /workspaces/OSMTampaMapping/data/evacuation_graph.pickle
Assigning road capacities and population data...
Loaded population data for 55 zip codes
Loaded capacity data for 12 sink nodes
Updated 162622 edges with capacity attributes
Updated 51 centroids with population demand
Updated 12 sink nodes with capacity values from sink_nodes.json

===== COMPARING CONGESTION SCENARIOS =====
Scenario            | Congestion Factor | Evacuation Time (hours)
-------------------|-------------------|---------------------
Running scenario: free_flow (factor: 0.7)...
Calculating evacuation flow and time for free_flow scenario...
Calculating optimal evacuation paths using bi-level min-cost flow approach...
Planning optimal evacuation for 1,483,281 people from 51 zip codes
Total sink capacity: 47,999,976 (should be >= population)
Creating simplified evacuation network...
Pre-calculating shortest paths between all sources and sinks...
Processing source 1/51: 33527
Processing source 11/51: 33613
Processing source 21/51: 33566
Processing source 31/51: 33626
Processing source 41/51: 33549
Processing source 51/51: 33548
Setting up min-cost flow solver...
Solver balance check: Supply=1483281, Demand=1483281, Difference=0
Solving min-cost flow with 64 nodes and 624 arcs...
Min-cost flow solver found optimal solution!
  Flow: 33527 → 33540: 3,542 people (40.5 km)
  Flow: 33569 → 34219: 12,000 people (48.7 km)
  Flow: 33569 → 34221: 8,000 people (48.4 km)
  Flow: 33584 → 33541: 3,863 people (40.1 km)
  Flow: 33584 → 33544: 8,000 people (38.6 km)
  Flow: 33584 → 33811: 8,000 people (33.5 km)
  Flow: 33584 → 33815: 8,000 people (33.4 km)
  Flow: 33613 → 33541: 8,000 people (38.6 km)
  Flow: 33613 → 33544: 8,000 people (24.2 km)
  Flow: 33613 → 33540: 5,354 people (45.0 km)
  Flow: 33613 → 34638: 8,000 people (34.7 km)
  Flow: 33613 → 34655: 8,000 people (38.6 km)
  Flow: 33625 → 33544: 4,818 people (53.0 km)
  Flow: 33625 → 34638: 16,000 people (25.2 km)
  Flow: 33625 → 34655: 8,000 people (27.0 km)
  Flow: 33614 → 33541: 8,000 people (50.2 km)
  Flow: 33614 → 33544: 8,000 people (39.2 km)
  Flow: 33614 → 33540: 8,000 people (56.6 km)
  Flow: 33614 → 33815: 2,844 people (59.0 km)
  Flow: 33614 → 34638: 12,000 people (34.4 km)
  Flow: 33614 → 34655: 8,000 people (38.3 km)
  Flow: 33592 → 33541: 11,275 people (20.7 km)
  Flow: 33619 → 33541: 8,000 people (49.3 km)
  Flow: 33619 → 33544: 8,000 people (47.8 km)
  Flow: 33619 → 33540: 8,000 people (53.2 km)
  Flow: 33619 → 33811: 4,000 people (48.0 km)
  Flow: 33619 → 33815: 4,000 people (52.1 km)
  Flow: 33619 → 33860: 4,000 people (54.8 km)
  Flow: 33619 → 34221: 3,272 people (55.3 km)
  Flow: 33624 → 33541: 8,000 people (46.4 km)
  Flow: 33624 → 33544: 8,000 people (35.3 km)
  Flow: 33624 → 33540: 5,661 people (52.7 km)
  Flow: 33624 → 34638: 12,000 people (27.4 km)
  Flow: 33624 → 34655: 8,000 people (31.4 km)
  Flow: 33603 → 33544: 16,000 people (37.8 km)
  Flow: 33603 → 34638: 3,545 people (44.0 km)
  Flow: 33567 → 33811: 12,000 people (18.0 km)
  Flow: 33567 → 33860: 499 people (24.7 km)
  Flow: 33573 → 33834: 12,000 people (50.8 km)
  Flow: 33573 → 33860: 491 people (51.0 km)
  Flow: 33573 → 34219: 12,000 people (31.4 km)
  Flow: 33573 → 34221: 4,000 people (27.9 km)
  Flow: 33617 → 33541: 8,000 people (33.4 km)
  Flow: 33617 → 33544: 12,000 people (32.0 km)
  Flow: 33617 → 33540: 12,000 people (39.1 km)
  Flow: 33617 → 33849: 8,987 people (46.0 km)
  Flow: 33617 → 34638: 8,000 people (42.9 km)
  Flow: 33566 → 33811: 6,400 people (18.2 km)
  Flow: 33566 → 33815: 6,400 people (18.0 km)
  Flow: 33566 → 33860: 10,042 people (30.1 km)
  Flow: 33556 → 33541: 6,386 people (63.9 km)
  Flow: 33556 → 33544: 8,000 people (52.8 km)
  Flow: 33556 → 34638: 8,000 people (17.8 km)
  Flow: 33556 → 34655: 8,000 people (14.4 km)
  Flow: 33579 → 33811: 8,000 people (57.3 km)
  Flow: 33579 → 33815: 6,456 people (65.2 km)
  Flow: 33579 → 33834: 8,000 people (51.6 km)
  Flow: 33579 → 33860: 8,000 people (51.8 km)
  Flow: 33579 → 34219: 8,000 people (43.3 km)
  Flow: 33579 → 34221: 4,000 people (45.4 km)
  Flow: 33629 → 33544: 6,625 people (50.3 km)
  Flow: 33629 → 34638: 12,000 people (45.5 km)
  Flow: 33629 → 34655: 8,000 people (49.5 km)
  Flow: 33558 → 33541: 5,098 people (57.8 km)
  Flow: 33558 → 33544: 8,000 people (46.7 km)
  Flow: 33558 → 34638: 8,000 people (14.8 km)
  Flow: 33558 → 34655: 8,000 people (18.8 km)
  Flow: 33634 → 34638: 16,000 people (33.8 km)
  Flow: 33634 → 34655: 6,927 people (35.7 km)
  Flow: 33572 → 34219: 11,846 people (46.5 km)
  Flow: 33572 → 34221: 12,000 people (30.4 km)
  Flow: 33612 → 33541: 8,000 people (39.1 km)
  Flow: 33612 → 33544: 8,000 people (28.4 km)
  Flow: 33612 → 33540: 8,000 people (44.8 km)
  Flow: 33612 → 33815: 2,697 people (56.3 km)
  Flow: 33612 → 33849: 8,000 people (51.7 km)
  Flow: 33612 → 34638: 8,000 people (35.5 km)
  Flow: 33612 → 34655: 8,000 people (39.4 km)
  Flow: 33607 → 33544: 257 people (48.1 km)
  Flow: 33607 → 34638: 16,000 people (38.7 km)
  Flow: 33607 → 34655: 8,000 people (40.5 km)
  Flow: 33534 → 34219: 5,479 people (47.4 km)
  Flow: 33534 → 34221: 12,000 people (38.9 km)
  Flow: 33626 → 33541: 6,400 people (71.3 km)
  Flow: 33626 → 33544: 6,400 people (60.3 km)
  Flow: 33626 → 33540: 5,136 people (77.7 km)
  Flow: 33626 → 34638: 6,400 people (30.6 km)
  Flow: 33626 → 34655: 6,400 people (27.6 km)
  Flow: 33547 → 33834: 12,000 people (35.3 km)
  Flow: 33547 → 33860: 6,431 people (35.5 km)
  Flow: 33547 → 34219: 12,000 people (32.6 km)
  Flow: 33602 → 33544: 16,000 people (40.6 km)
  Flow: 33602 → 34638: 1,631 people (46.3 km)
  Flow: 33605 → 33541: 8,000 people (46.5 km)
  Flow: 33605 → 33544: 8,000 people (43.3 km)
  Flow: 33605 → 34638: 166 people (49.4 km)
  Flow: 33637 → 33541: 5,507 people (29.3 km)
  Flow: 33637 → 33544: 12,000 people (27.8 km)
  Flow: 33635 → 33544: 7,117 people (55.4 km)
  Flow: 33635 → 34638: 6,400 people (39.1 km)
  Flow: 33635 → 34655: 6,400 people (36.1 km)
  Flow: 33594 → 33811: 12,000 people (29.2 km)
  Flow: 33594 → 33815: 11,824 people (37.1 km)
  Flow: 33594 → 33860: 12,000 people (36.0 km)
  Flow: 33570 → 33834: 8,620 people (62.4 km)
  Flow: 33570 → 34219: 12,000 people (43.0 km)
  Flow: 33570 → 34221: 12,000 people (18.6 km)
  Flow: 33618 → 33541: 4,416 people (42.9 km)
  Flow: 33618 → 33544: 8,000 people (31.9 km)
  Flow: 33618 → 34638: 8,000 people (28.7 km)
  Flow: 33618 → 34655: 8,000 people (32.6 km)
  Flow: 33616 → 34638: 12,000 people (54.2 km)
  Flow: 33616 → 34655: 2,918 people (58.2 km)
  Flow: 33549 → 33544: 12,000 people (19.7 km)
  Flow: 33549 → 34638: 6,016 people (43.6 km)
  Flow: 33510 → 33811: 12,000 people (37.9 km)
  Flow: 33510 → 33815: 6,103 people (45.7 km)
  Flow: 33510 → 33860: 12,000 people (44.6 km)
  Flow: 33578 → 33541: 7,724 people (52.4 km)
  Flow: 33578 → 33544: 12,000 people (51.0 km)
  Flow: 33578 → 33811: 12,000 people (49.2 km)
  Flow: 33578 → 34219: 8,000 people (48.7 km)
  Flow: 33578 → 34221: 16,000 people (43.7 km)
  Flow: 33611 → 33541: 4,000 people (59.0 km)
  Flow: 33611 → 33544: 8,000 people (53.9 km)
  Flow: 33611 → 33540: 2,877 people (62.9 km)
  Flow: 33611 → 34638: 12,000 people (49.1 km)
  Flow: 33611 → 34655: 8,000 people (53.1 km)
  Flow: 33565 → 33541: 5,767 people (19.8 km)
  Flow: 33565 → 33540: 12,000 people (16.6 km)
  Flow: 33647 → 33541: 8,000 people (35.1 km)
  Flow: 33647 → 33544: 12,000 people (15.2 km)
  Flow: 33647 → 33540: 8,000 people (41.4 km)
  Flow: 33647 → 33811: 8,000 people (57.3 km)
  Flow: 33647 → 33815: 12,000 people (56.5 km)
  Flow: 33647 → 33849: 8,000 people (49.0 km)
  Flow: 33647 → 33860: 323 people (72.3 km)
  Flow: 33647 → 34638: 8,000 people (47.6 km)
  Flow: 33647 → 34655: 8,000 people (51.5 km)
  Flow: 33596 → 33811: 8,000 people (39.6 km)
  Flow: 33596 → 33815: 8,000 people (47.5 km)
  Flow: 33596 → 33860: 8,000 people (46.4 km)
  Flow: 33596 → 34219: 4,558 people (53.2 km)
  Flow: 33615 → 33541: 8,000 people (61.8 km)
  Flow: 33615 → 33544: 8,000 people (50.7 km)
  Flow: 33615 → 33540: 4,000 people (65.7 km)
  Flow: 33615 → 33811: 4,000 people (67.9 km)
  Flow: 33615 → 33815: 4,000 people (67.7 km)
  Flow: 33615 → 33849: 2,449 people (72.7 km)
  Flow: 33615 → 34638: 12,000 people (41.1 km)
  Flow: 33615 → 34655: 6,400 people (40.3 km)
  Flow: 33598 → 33834: 11,978 people (42.3 km)
  Flow: 33598 → 34219: 12,000 people (34.8 km)
  Flow: 33598 → 34221: 4,000 people (36.9 km)
  Flow: 33511 → 33541: 8,000 people (55.6 km)
  Flow: 33511 → 33544: 8,000 people (54.2 km)
  Flow: 33511 → 33540: 2,987 people (59.5 km)
  Flow: 33511 → 33811: 8,000 people (47.6 km)
  Flow: 33511 → 33815: 8,000 people (55.5 km)
  Flow: 33511 → 33860: 8,000 people (54.3 km)
  Flow: 33511 → 34219: 8,000 people (57.7 km)
  Flow: 33511 → 34221: 8,000 people (55.8 km)
  Flow: 33548 → 33544: 7,639 people (20.0 km)
Total flow assignments: 192
Generating detailed evacuation routes...
Min-cost flow calculation completed in 65.35 seconds
Results saved to /workspaces/OSMTampaMapping/data/results/free_flow/min_cost_flow_report.txt and /workspaces/OSMTampaMapping/data/results/free_flow/min_cost_flow_results.json
Calculating evacuation times based on flow results...
  33527 → 33540: 3,542 people, 40.5 km, travel time: 0.76 hours, total evacuation: 0.76 hours
  33527 → 33811: 6,400 people, 28.6 km, travel time: 0.56 hours, total evacuation: 0.56 hours
  33527 → 33815: 6,400 people, 28.5 km, travel time: 0.56 hours, total evacuation: 0.56 hours
  33604 → 33541: 8,000 people, 43.8 km, travel time: 0.82 hours, total evacuation: 0.82 hours
  33604 → 33544: 16,000 people, 32.7 km, travel time: 0.57 hours, total evacuation: 1.57 hours
  33604 → 33540: 328 people, 49.4 km, travel time: 0.72 hours, total evacuation: 0.72 hours
  33604 → 34638: 8,000 people, 39.4 km, travel time: 0.73 hours, total evacuation: 0.73 hours
  33604 → 34655: 8,000 people, 43.3 km, travel time: 0.81 hours, total evacuation: 0.81 hours
  33621 → 34638: 2,309 people, 55.0 km, travel time: 1.02 hours, total evacuation: 1.02 hours
  33563 → 33540: 10,874 people, 26.8 km, travel time: 0.49 hours, total evacuation: 0.99 hours
  33563 → 33811: 8,000 people, 15.5 km, travel time: 0.30 hours, total evacuation: 0.30 hours
  33563 → 33815: 8,000 people, 15.3 km, travel time: 0.30 hours, total evacuation: 0.30 hours
  33610 → 33541: 4,000 people, 37.7 km, travel time: 0.73 hours, total evacuation: 0.73 hours
  33610 → 33544: 4,000 people, 36.3 km, travel time: 0.68 hours, total evacuation: 0.68 hours
  33610 → 33540: 4,000 people, 41.6 km, travel time: 0.78 hours, total evacuation: 0.78 hours
  33610 → 33811: 4,000 people, 43.8 km, travel time: 0.86 hours, total evacuation: 0.86 hours
  33610 → 33815: 4,000 people, 43.6 km, travel time: 0.78 hours, total evacuation: 0.78 hours
  33610 → 33849: 4,000 people, 48.5 km, travel time: 0.92 hours, total evacuation: 0.92 hours
  33610 → 33860: 4,000 people, 57.1 km, travel time: 1.05 hours, total evacuation: 1.05 hours
  33610 → 34221: 1,622 people, 63.3 km, travel time: 1.08 hours, total evacuation: 1.08 hours
  33610 → 34638: 8,000 people, 49.7 km, travel time: 0.92 hours, total evacuation: 0.92 hours
  33610 → 34655: 8,000 people, 53.6 km, travel time: 1.01 hours, total evacuation: 1.01 hours
  33606 → 33541: 2,546 people, 51.5 km, travel time: 0.97 hours, total evacuation: 0.97 hours
  33606 → 33544: 8,000 people, 47.6 km, travel time: 0.84 hours, total evacuation: 0.84 hours
  33606 → 34638: 12,000 people, 51.5 km, travel time: 0.95 hours, total evacuation: 1.45 hours
  33609 → 33544: 2,411 people, 48.0 km, travel time: 0.87 hours, total evacuation: 0.87 hours
  33609 → 34638: 12,000 people, 43.3 km, travel time: 0.80 hours, total evacuation: 1.30 hours
  33609 → 34655: 4,000 people, 46.6 km, travel time: 0.87 hours, total evacuation: 0.87 hours
  33620 → 33544: 6,451 people, 29.0 km, travel time: 0.56 hours, total evacuation: 0.56 hours
  33569 → 33811: 6,189 people, 55.9 km, travel time: 1.00 hours, total evacuation: 1.00 hours
  33569 → 34219: 12,000 people, 48.7 km, travel time: 0.89 hours, total evacuation: 1.39 hours
  33569 → 34221: 8,000 people, 48.4 km, travel time: 0.85 hours, total evacuation: 0.85 hours
  33584 → 33541: 3,863 people, 40.1 km, travel time: 0.77 hours, total evacuation: 0.77 hours
  33584 → 33544: 8,000 people, 38.6 km, travel time: 0.71 hours, total evacuation: 0.71 hours
  33584 → 33811: 8,000 people, 33.5 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33584 → 33815: 8,000 people, 33.4 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33613 → 33541: 8,000 people, 38.6 km, travel time: 0.75 hours, total evacuation: 0.75 hours
  33613 → 33544: 8,000 people, 24.2 km, travel time: 0.44 hours, total evacuation: 0.44 hours
  33613 → 33540: 5,354 people, 45.0 km, travel time: 0.88 hours, total evacuation: 0.88 hours
  33613 → 34638: 8,000 people, 34.7 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33613 → 34655: 8,000 people, 38.6 km, travel time: 0.73 hours, total evacuation: 0.73 hours
  33625 → 33544: 4,818 people, 53.0 km, travel time: 0.97 hours, total evacuation: 0.97 hours
  33625 → 34638: 16,000 people, 25.2 km, travel time: 0.48 hours, total evacuation: 1.48 hours
  33625 → 34655: 8,000 people, 27.0 km, travel time: 0.52 hours, total evacuation: 0.52 hours
  33614 → 33541: 8,000 people, 50.2 km, travel time: 0.97 hours, total evacuation: 0.97 hours
  33614 → 33544: 8,000 people, 39.2 km, travel time: 0.71 hours, total evacuation: 0.71 hours
  33614 → 33540: 8,000 people, 56.6 km, travel time: 1.09 hours, total evacuation: 1.09 hours
  33614 → 33815: 2,844 people, 59.0 km, travel time: 1.06 hours, total evacuation: 1.06 hours
  33614 → 34638: 12,000 people, 34.4 km, travel time: 0.64 hours, total evacuation: 1.14 hours
  33614 → 34655: 8,000 people, 38.3 km, travel time: 0.72 hours, total evacuation: 0.72 hours
  33592 → 33541: 11,275 people, 20.7 km, travel time: 0.38 hours, total evacuation: 0.88 hours
  33619 → 33541: 8,000 people, 49.3 km, travel time: 0.93 hours, total evacuation: 0.93 hours
  33619 → 33544: 8,000 people, 47.8 km, travel time: 0.88 hours, total evacuation: 0.88 hours
  33619 → 33540: 8,000 people, 53.2 km, travel time: 0.99 hours, total evacuation: 0.99 hours
  33619 → 33811: 4,000 people, 48.0 km, travel time: 0.89 hours, total evacuation: 0.89 hours
  33619 → 33815: 4,000 people, 52.1 km, travel time: 1.00 hours, total evacuation: 1.00 hours
  33619 → 33860: 4,000 people, 54.8 km, travel time: 1.02 hours, total evacuation: 1.02 hours
  33619 → 34221: 3,272 people, 55.3 km, travel time: 1.00 hours, total evacuation: 1.00 hours
  33624 → 33541: 8,000 people, 46.4 km, travel time: 0.90 hours, total evacuation: 0.90 hours
  33624 → 33544: 8,000 people, 35.3 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33624 → 33540: 5,661 people, 52.7 km, travel time: 1.03 hours, total evacuation: 1.03 hours
  33624 → 34638: 12,000 people, 27.4 km, travel time: 0.52 hours, total evacuation: 1.02 hours
  33624 → 34655: 8,000 people, 31.4 km, travel time: 0.60 hours, total evacuation: 0.60 hours
  33603 → 33544: 16,000 people, 37.8 km, travel time: 0.66 hours, total evacuation: 1.66 hours
  33603 → 34638: 3,545 people, 44.0 km, travel time: 0.81 hours, total evacuation: 0.81 hours
  33567 → 33811: 12,000 people, 18.0 km, travel time: 0.34 hours, total evacuation: 0.84 hours
  33567 → 33860: 499 people, 24.7 km, travel time: 0.40 hours, total evacuation: 0.40 hours
  33573 → 33834: 12,000 people, 50.8 km, travel time: 0.91 hours, total evacuation: 1.41 hours
  33573 → 33860: 491 people, 51.0 km, travel time: 0.77 hours, total evacuation: 0.77 hours
  33573 → 34219: 12,000 people, 31.4 km, travel time: 0.59 hours, total evacuation: 1.09 hours
  33573 → 34221: 4,000 people, 27.9 km, travel time: 0.50 hours, total evacuation: 0.50 hours
  33617 → 33541: 8,000 people, 33.4 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33617 → 33544: 12,000 people, 32.0 km, travel time: 0.59 hours, total evacuation: 1.09 hours
  33617 → 33540: 12,000 people, 39.1 km, travel time: 0.73 hours, total evacuation: 1.23 hours
  33617 → 33849: 8,987 people, 46.0 km, travel time: 0.86 hours, total evacuation: 0.86 hours
  33617 → 34638: 8,000 people, 42.9 km, travel time: 0.80 hours, total evacuation: 0.80 hours
  33566 → 33811: 6,400 people, 18.2 km, travel time: 0.35 hours, total evacuation: 0.35 hours
  33566 → 33815: 6,400 people, 18.0 km, travel time: 0.35 hours, total evacuation: 0.35 hours
  33566 → 33860: 10,042 people, 30.1 km, travel time: 0.57 hours, total evacuation: 1.07 hours
  33556 → 33541: 6,386 people, 63.9 km, travel time: 1.23 hours, total evacuation: 1.23 hours
  33556 → 33544: 8,000 people, 52.8 km, travel time: 0.98 hours, total evacuation: 0.98 hours
  33556 → 34638: 8,000 people, 17.8 km, travel time: 0.35 hours, total evacuation: 0.35 hours
  33556 → 34655: 8,000 people, 14.4 km, travel time: 0.28 hours, total evacuation: 0.28 hours
  33579 → 33811: 8,000 people, 57.3 km, travel time: 1.07 hours, total evacuation: 1.07 hours
  33579 → 33815: 6,456 people, 65.2 km, travel time: 1.22 hours, total evacuation: 1.22 hours
  33579 → 33834: 8,000 people, 51.6 km, travel time: 0.96 hours, total evacuation: 0.96 hours
  33579 → 33860: 8,000 people, 51.8 km, travel time: 0.97 hours, total evacuation: 0.97 hours
  33579 → 34219: 8,000 people, 43.3 km, travel time: 0.81 hours, total evacuation: 0.81 hours
  33579 → 34221: 4,000 people, 45.4 km, travel time: 0.82 hours, total evacuation: 0.82 hours
  33629 → 33544: 6,625 people, 50.3 km, travel time: 0.91 hours, total evacuation: 0.91 hours
  33629 → 34638: 12,000 people, 45.5 km, travel time: 0.84 hours, total evacuation: 1.34 hours
  33629 → 34655: 8,000 people, 49.5 km, travel time: 0.92 hours, total evacuation: 0.92 hours
  33558 → 33541: 5,098 people, 57.8 km, travel time: 1.11 hours, total evacuation: 1.11 hours
  33558 → 33544: 8,000 people, 46.7 km, travel time: 0.85 hours, total evacuation: 0.85 hours
  33558 → 34638: 8,000 people, 14.8 km, travel time: 0.29 hours, total evacuation: 0.29 hours
  33558 → 34655: 8,000 people, 18.8 km, travel time: 0.37 hours, total evacuation: 0.37 hours
  33634 → 34638: 16,000 people, 33.8 km, travel time: 0.63 hours, total evacuation: 1.63 hours
  33634 → 34655: 6,927 people, 35.7 km, travel time: 0.67 hours, total evacuation: 0.67 hours
  33572 → 34219: 11,846 people, 46.5 km, travel time: 0.85 hours, total evacuation: 1.35 hours
  33572 → 34221: 12,000 people, 30.4 km, travel time: 0.55 hours, total evacuation: 1.05 hours
  33612 → 33541: 8,000 people, 39.1 km, travel time: 0.74 hours, total evacuation: 0.74 hours
  33612 → 33544: 8,000 people, 28.4 km, travel time: 0.52 hours, total evacuation: 0.52 hours
  33612 → 33540: 8,000 people, 44.8 km, travel time: 0.82 hours, total evacuation: 0.82 hours
  33612 → 33815: 2,697 people, 56.3 km, travel time: 0.99 hours, total evacuation: 0.99 hours
  33612 → 33849: 8,000 people, 51.7 km, travel time: 0.96 hours, total evacuation: 0.96 hours
  33612 → 34638: 8,000 people, 35.5 km, travel time: 0.66 hours, total evacuation: 0.66 hours
  33612 → 34655: 8,000 people, 39.4 km, travel time: 0.75 hours, total evacuation: 0.75 hours
  33607 → 33544: 257 people, 48.1 km, travel time: 0.68 hours, total evacuation: 0.68 hours
  33607 → 34638: 16,000 people, 38.7 km, travel time: 0.72 hours, total evacuation: 1.72 hours
  33607 → 34655: 8,000 people, 40.5 km, travel time: 0.76 hours, total evacuation: 0.76 hours
  33534 → 34219: 5,479 people, 47.4 km, travel time: 0.87 hours, total evacuation: 0.87 hours
  33534 → 34221: 12,000 people, 38.9 km, travel time: 0.70 hours, total evacuation: 1.20 hours
  33626 → 33541: 6,400 people, 71.3 km, travel time: 1.38 hours, total evacuation: 1.38 hours
  33626 → 33544: 6,400 people, 60.3 km, travel time: 1.13 hours, total evacuation: 1.13 hours
  33626 → 33540: 5,136 people, 77.7 km, travel time: 1.51 hours, total evacuation: 1.51 hours
  33626 → 34638: 6,400 people, 30.6 km, travel time: 0.60 hours, total evacuation: 0.60 hours
  33626 → 34655: 6,400 people, 27.6 km, travel time: 0.54 hours, total evacuation: 0.54 hours
  33547 → 33834: 12,000 people, 35.3 km, travel time: 0.65 hours, total evacuation: 1.15 hours
  33547 → 33860: 6,431 people, 35.5 km, travel time: 0.65 hours, total evacuation: 0.65 hours
  33547 → 34219: 12,000 people, 32.6 km, travel time: 0.60 hours, total evacuation: 1.10 hours
  33602 → 33544: 16,000 people, 40.6 km, travel time: 0.71 hours, total evacuation: 1.71 hours
  33602 → 34638: 1,631 people, 46.3 km, travel time: 0.84 hours, total evacuation: 0.84 hours
  33605 → 33541: 8,000 people, 46.5 km, travel time: 0.87 hours, total evacuation: 0.87 hours
  33605 → 33544: 8,000 people, 43.3 km, travel time: 0.76 hours, total evacuation: 0.76 hours
  33605 → 34638: 166 people, 49.4 km, travel time: 0.68 hours, total evacuation: 0.68 hours
  33637 → 33541: 5,507 people, 29.3 km, travel time: 0.57 hours, total evacuation: 0.57 hours
  33637 → 33544: 12,000 people, 27.8 km, travel time: 0.51 hours, total evacuation: 1.01 hours
  33635 → 33544: 7,117 people, 55.4 km, travel time: 1.00 hours, total evacuation: 1.00 hours
  33635 → 34638: 6,400 people, 39.1 km, travel time: 0.75 hours, total evacuation: 0.75 hours
  33635 → 34655: 6,400 people, 36.1 km, travel time: 0.70 hours, total evacuation: 0.70 hours
  33594 → 33811: 12,000 people, 29.2 km, travel time: 0.53 hours, total evacuation: 1.03 hours
  33594 → 33815: 11,824 people, 37.1 km, travel time: 0.68 hours, total evacuation: 1.18 hours
  33594 → 33860: 12,000 people, 36.0 km, travel time: 0.66 hours, total evacuation: 1.16 hours
  33570 → 33834: 8,620 people, 62.4 km, travel time: 1.11 hours, total evacuation: 1.11 hours
  33570 → 34219: 12,000 people, 43.0 km, travel time: 0.79 hours, total evacuation: 1.29 hours
  33570 → 34221: 12,000 people, 18.6 km, travel time: 0.34 hours, total evacuation: 0.84 hours
  33618 → 33541: 4,416 people, 42.9 km, travel time: 0.84 hours, total evacuation: 0.84 hours
  33618 → 33544: 8,000 people, 31.9 km, travel time: 0.58 hours, total evacuation: 0.58 hours
  33618 → 34638: 8,000 people, 28.7 km, travel time: 0.54 hours, total evacuation: 0.54 hours
  33618 → 34655: 8,000 people, 32.6 km, travel time: 0.62 hours, total evacuation: 0.62 hours
  33616 → 34638: 12,000 people, 54.2 km, travel time: 1.00 hours, total evacuation: 1.50 hours
  33616 → 34655: 2,918 people, 58.2 km, travel time: 1.09 hours, total evacuation: 1.09 hours
  33549 → 33544: 12,000 people, 19.7 km, travel time: 0.38 hours, total evacuation: 0.88 hours
  33549 → 34638: 6,016 people, 43.6 km, travel time: 0.82 hours, total evacuation: 0.82 hours
  33510 → 33811: 12,000 people, 37.9 km, travel time: 0.69 hours, total evacuation: 1.19 hours
  33510 → 33815: 6,103 people, 45.7 km, travel time: 0.84 hours, total evacuation: 0.84 hours
  33510 → 33860: 12,000 people, 44.6 km, travel time: 0.82 hours, total evacuation: 1.32 hours
  33578 → 33541: 7,724 people, 52.4 km, travel time: 0.97 hours, total evacuation: 0.97 hours
